w,DC,pitch,k
471.0468,0.56852084,488.72913,7775404.0
449.71848,0.5427597,511.21817,7763389.5
426.4025,0.79464877,457.67316,7762113.5
516.78265,0.5756047,476.3977,7824354.5
458.96658,0.547437,503.5722,7762471.0
445.2772,0.5210723,518.71533,7764615.0
463.80658,0.57112026,490.91382,7809107.5
437.06537,0.7743316,453.67282,7762038.0
463.32166,0.56845534,493.92654,7797682.0
456.53958,0.5466819,506.79318,7771268.0
464.00595,0.5613872,491.3324,7780330.5
437.11343,0.7768017,454.07675,7763310.5
459.12,0.56909317,493.93015,7817505.0
464.9815,0.5477521,499.77835,7777345.0
426.92865,0.79112446,457.60962,7755192.5
466.56003,0.56662786,489.50458,7775196.5
441.44595,0.52974015,518.91943,7766594.0
467.0915,0.5710917,489.83316,7791254.0
456.04932,0.5510345,505.46573,7774057.0
453.74057,0.55197364,502.88303,7779965.0
462.0,0.56470394,496.21808,7785414.0
456.42514,0.55502045,497.65228,7783983.5
445.56845,0.5426439,513.1403,7775157.5
457.2457,0.5544734,500.0078,7783712.0
436.94177,0.7693513,455.96286,7761065.5
468.83896,0.5600889,491.39847,7775340.0
468.07144,0.56210643,492.18262,7764697.0
460.22638,0.5426792,505.02692,7765652.0
549.761,0.72433096,437.54987,6171164.0
425.5245,0.7593939,455.73416,6166575.5
452.01892,0.7771088,444.7679,6165018.0
510.1717,0.3888364,339.0722,6188406.5
496.01736,0.39317244,359.41895,6189517.0
477.00345,0.29824677,488.10776,6173025.0
492.2749,0.30093995,479.80573,6172779.5
499.7414,0.26908743,497.04587,6203589.0
359.29034,0.43569028,502.60083,6167138.0
399.57812,0.3036757,516.17267,6167861.0
427.1395,0.7657452,453.737,6177726.5
448.48776,0.67806304,465.85794,6190645.0
531.5801,0.34188625,401.74933,6181940.0
288.21854,0.794381,500.38385,6168432.0
440.15674,0.7898065,445.38318,6170094.0
416.8487,0.84833777,443.396,6169312.5
450.58347,0.6719059,467.0141,6172472.5
429.55478,0.65791106,474.01566,6221742.0
440.17447,0.8759704,431.87796,6169605.0
446.4471,0.8052789,440.89536,6181760.0
552.2148,0.76139104,429.17554,6165079.0
447.45935,0.26892844,512.5059,6198169.5
569.6176,0.67144835,447.94467,6169486.5
565.47845,0.70009774,441.25882,6171110.0
502.38046,0.38694122,355.19626,6182350.5
438.5536,0.305836,499.66003,6182442.5
512.68524,0.3686397,381.87866,6181049.5
430.74045,0.2711328,516.9858,6178572.0
479.1507,0.28209147,495.4674,6175449.0
507.01727,0.2295615,514.4098,6201790.0
514.3348,0.35642985,397.50165,6175259.5
450.1218,0.6879017,463.3634,6177674.5
379.03012,0.4491147,486.77203,6173761.5
564.15063,0.6885084,443.16702,6181518.5
517.6919,0.38885713,361.39993,6239857.0
462.79663,0.28803077,499.7325,6195547.0
339.65854,0.44558272,511.89948,6167077.5
556.78796,0.7064109,440.3557,6179368.5
507.24158,0.37266633,374.8628,6164027.5
437.63312,0.74260116,454.83643,6173741.0
584.4251,0.63048404,458.72552,6176124.0
585.1703,0.6228463,460.02594,6189380.0
497.50854,0.29436913,481.9013,6179320.5
452.137,0.69451016,461.48453,6176907.5
427.01968,0.7617069,454.73157,6174512.5
478.49442,0.3035659,487.438,6204404.5
506.9643,0.38686115,360.79407,6200577.5
465.98508,0.70015347,456.7277,6166260.5
467.52414,0.30846265,488.08026,6183177.0
485.64243,0.26090652,502.70227,6185577.5
374.50458,0.3853055,504.47485,6174853.5
444.5131,0.6947033,463.88104,6168612.0
499.23965,0.23967294,509.07166,6189866.0
501.4092,0.38289192,371.41727,6184310.5
468.10086,0.2606767,507.33768,6183334.0
507.94974,0.38647422,338.58627,6170076.5
446.1109,0.7655866,448.26193,6166142.5
507.72702,0.38341442,350.50882,6172498.5
562.6352,0.7019483,441.27155,6165596.0
512.1762,0.3973029,315.21204,6195079.5
454.15613,0.30078614,498.39816,6220556.0
580.99786,0.638396,456.5116,6173287.0
441.88977,0.65932417,471.87936,6164177.5
556.93646,0.7144179,438.6784,6168174.0
440.21863,0.69045407,465.48853,6190245.0
555.86,0.7664405,427.9852,6169396.5
510.6142,0.35969844,392.7695,6166723.5
452.94412,0.26800653,509.4189,6174223.5
506.05347,0.27863085,489.43204,6192911.0
474.40765,0.28333488,495.93442,6169648.5
462.02795,0.677944,462.48718,6184328.0
513.8483,0.37058496,379.38693,6194479.0
440.9762,0.3135945,495.561,6177347.5
436.56027,0.80193865,444.90613,6171579.5
451.64023,0.31365547,492.19354,6192198.5
338.67215,0.45342502,511.20242,6171676.0
445.59848,0.6787643,466.68378,6184666.5
506.95837,0.3834018,357.1993,6181446.0
557.99567,0.71655643,438.1931,6174325.0
569.4866,0.67606896,447.04587,6180751.5
497.5193,0.2554127,502.95636,6203208.0
347.1555,0.47198296,503.35437,6182108.5
437.53778,0.7685898,450.2195,6166111.5
457.31604,0.2698229,508.06497,6201696.0
509.72604,0.29544687,475.06763,6173324.0
430.755,0.30455774,503.27255,6178370.0
476.6365,0.8033928,434.8686,6165579.5
580.84644,0.644459,454.64874,6168322.5
463.05017,0.6656628,464.9684,6181976.5
449.20126,0.3110798,494.98657,6197552.5
432.854,0.8243269,441.68478,6170756.0
419.69543,0.78793985,451.91443,6172234.0
467.31628,0.29236114,498.54358,6228312.5
511.2031,0.3008191,469.6364,6177286.5
437.6623,0.78254485,447.46912,6184444.0
369.36432,0.39272025,505.46414,6169703.5
557.1053,0.7150132,438.63983,6173401.5
475.87335,0.30767033,483.864,6166977.5
585.9664,0.6184172,461.81323,6165225.0
456.62738,0.6803794,463.415,6176997.0
470.16678,0.25760224,507.20035,6175060.0
368.3117,0.46404484,490.8208,6177332.0
568.29004,0.6751435,445.941,6170355.5
458.37976,0.7861606,441.13556,6201314.0
445.5366,0.7712985,447.41245,6168270.0
519.10144,0.35872123,384.36783,6170077.0
433.95413,0.7626601,452.32843,6168635.0
427.10977,0.7989768,447.65192,6174679.0
432.42825,0.30168796,504.6752,6181990.5
505.1361,0.728921,455.6212,6070044.0
487.11673,0.37440848,458.08234,6079074.5
508.71173,0.32508352,479.68594,6062121.0
494.65744,0.38568783,442.40103,6086025.5
504.69257,0.38977852,420.18472,6087552.5
342.04312,0.6773204,501.8449,6069337.5
511.02396,0.7162716,456.8918,6074599.0
557.16296,0.7391425,445.53156,6066243.5
457.03973,0.34018534,499.27377,6097369.5
508.308,0.38958517,421.909,6104636.0
383.1669,0.3819558,518.9846,6056931.0
492.07657,0.38363528,440.48657,6063364.0
356.76385,0.41884032,529.1177,6069903.0
427.06158,0.30963,520.2794,6090131.0
530.29987,0.37277263,404.06747,6068992.0
447.7896,0.6491937,485.10077,6105266.0
422.13422,0.41131243,489.13266,6072595.0
548.06805,0.3489667,438.5603,6133012.0
575.1462,0.31106552,458.23407,6127976.0
437.25867,0.34444413,504.48886,6071911.5
566.03485,0.3179426,440.55566,6063075.0
357.87732,0.4631584,520.2883,6067435.0
528.53894,0.3744727,396.11658,6060042.5
472.4475,0.3608392,481.5761,6091608.0
422.19846,0.38518274,496.93335,6054091.5
487.6965,0.74798125,454.95865,6073485.5
416.1893,0.68097425,485.51764,6079676.0
494.78543,0.68803763,466.2584,6061823.0
441.17816,0.6635099,483.22195,6089257.0
557.7456,0.37615407,366.38156,6116684.0
476.0478,0.37369108,470.10352,6089927.5
376.30594,0.52962804,491.61124,6065565.5
515.42773,0.39316127,416.51297,6130834.0
492.51154,0.67275393,470.51517,6059797.0
528.653,0.37157103,426.07913,6107223.5
362.16583,0.52249795,505.60208,6084769.0
570.99677,0.7993215,430.28436,6071705.5
567.9398,0.35156408,383.0861,6076628.0
385.91434,0.53180015,479.0011,6073641.0
556.16376,0.33289468,439.5936,6083756.0
523.5667,0.36740074,438.03934,6111462.5
529.40796,0.6019888,482.02548,6080460.5
447.3308,0.39004996,481.53204,6086097.0
486.0455,0.3759282,454.2133,6062413.0
441.70203,0.38611093,485.76797,6065602.5
476.7887,0.35835359,478.9368,6073796.0
360.87018,0.45964742,519.7949,6080528.5
556.5674,0.60733163,476.87836,6065320.0
429.9933,0.6718945,484.08533,6077391.5
537.78644,0.32444826,463.537,6057914.5
425.6267,0.41236752,485.82697,6070418.0
559.40607,0.35109508,410.4439,6092004.5
484.23108,0.35932523,470.395,6062381.5
504.07422,0.38679048,434.38834,6102428.5
517.7063,0.3377473,465.48273,6068626.5
483.67374,0.7404177,457.44043,6064427.5
515.615,0.39120585,420.2301,6132261.5
495.7062,0.3514434,469.67276,6070515.5
459.24115,0.34597686,494.83536,6071915.0
524.6235,0.5141903,517.13495,6093196.0
431.18127,0.3942912,488.2686,6063005.0
557.3161,0.3720449,353.79056,6077870.5
516.9917,0.3398454,467.25302,6090966.5
496.00537,0.38978755,438.0318,6092457.0
451.87393,0.3270687,505.02533,6075838.5
509.17065,0.37325785,436.63684,6080726.5
518.1103,0.36944735,423.99268,6055680.0
347.65942,0.49768466,519.4039,6067382.5
319.0218,0.72959363,507.79834,6061617.5
538.8383,0.37596688,397.55692,6110085.0
404.89813,0.63545465,497.02145,6098688.5
505.14276,0.32236367,484.76465,6074085.0
490.17572,0.3501045,475.00262,6072033.5
426.98196,0.6656885,485.72928,6108568.0
470.37268,0.3543441,483.3695,6062415.5
489.15524,0.35101607,475.80267,6083193.5
528.04846,0.37758029,402.08508,6087170.5
556.78064,0.34205493,427.52734,6087177.0
521.4503,0.5171216,516.1611,6059685.0
552.97284,0.36827177,389.568,6106252.0
491.8822,0.3769061,450.0793,6067026.0
550.7941,0.34975332,414.11575,6063590.5
545.40784,0.36428508,418.1694,6120617.0
520.78296,0.36851138,428.28085,6065025.0
574.11066,0.3370595,405.139,6080872.0
488.31943,0.73856604,457.06247,6067385.0
494.62964,0.3796375,448.77963,6085045.0
536.4714,0.3652054,402.71942,6063067.0
603.8626,0.54552054,495.98737,6079844.0
500.7106,0.3818418,435.4527,6071150.5
533.5679,0.55769694,498.82297,6069665.5
384.79163,0.53702885,477.2149,6072334.0
527.03406,0.37039113,404.85162,6056254.0
479.55243,0.35115668,484.6457,6114073.0
424.5852,0.4082872,487.29422,6054979.0
413.7974,0.6643377,490.21405,6069598.0
547.2232,0.38274547,382.96616,6133577.5
551.42194,0.35198557,422.19403,6090691.5
413.11246,0.62247074,498.9105,6077210.0
454.40332,0.3631339,491.69772,6114955.0
544.175,0.37019885,415.96182,6132929.0
471.5896,0.37938225,473.76285,6125890.5
421.03967,0.6446684,491.64163,6123238.0
570.12054,0.5538107,496.275,6065017.5
482.39255,0.34669268,480.5349,6059336.0
437.68054,0.32040703,511.5733,6061729.0
466.56332,0.6521695,481.16882,6058313.5
384.84747,0.7086321,490.26126,6073761.0
506.3127,0.34554902,474.14896,6120784.5
521.7697,0.29069906,494.3357,6061069.5
453.4196,0.38829672,476.98325,6079945.0
534.87494,0.34179196,456.28607,6122144.5
525.4644,0.3147793,480.47934,6079301.0
404.06906,0.29093596,535.0433,6075906.5
573.86285,0.66912997,457.4206,6066083.0
524.5353,0.5227586,514.23834,6074765.0
531.8975,0.36050949,439.57727,6117038.0
521.4889,0.38002342,423.18594,6118962.0
449.35385,0.38574564,480.1993,6065318.5
524.9276,0.37438285,411.54315,6081044.5
462.14456,0.3849974,474.40195,6095233.0
469.08398,0.35529944,488.31927,6123127.5
486.45053,0.35404462,473.31964,6062718.5
433.2025,0.314871,516.1469,6093750.5
500.5694,0.32450968,486.9857,6089824.5
515.414,0.3777733,440.43564,6137558.0
433.53723,0.3899134,490.41086,6080740.0
432.07895,0.35584462,501.81238,6055748.5
513.1974,0.60416484,483.9643,6077015.5
397.5295,0.64167786,498.3776,6066491.5
434.25943,0.37148198,495.61722,6065016.5
568.60187,0.71748906,447.78442,6085803.0
521.1414,0.29984882,493.51443,6115852.5
568.71075,0.24673404,498.7326,6070890.0
410.45587,0.6784544,487.16855,6101609.5
475.09576,0.33941206,493.1134,6124152.5
546.25305,0.32946146,451.69083,6074389.5
502.5469,0.7112415,459.64716,6068964.5
525.7697,0.58285195,489.65964,6066180.0
515.9739,0.28508866,498.85074,6056869.0
449.37946,0.3836507,481.2497,6068211.0
455.33337,0.38952276,477.0768,6103372.5
458.5957,0.3805748,476.73712,6071310.0
484.25638,0.34945288,477.31406,6057561.5
488.73288,0.35932788,468.33362,6072499.0
471.42242,0.3436166,490.812,6085812.0
519.78723,0.3779303,429.42648,6119849.5
467.78384,0.36345422,481.30667,6074913.0
516.6455,0.56640714,495.70593,6066335.0
459.4689,0.6713653,477.21954,6071998.5
546.1487,0.32124934,457.64227,6060373.5
557.19257,0.36809322,368.4254,6082322.5
483.75204,0.35062164,482.76233,6118897.0
362.45288,0.48834884,509.68936,6060253.0
539.7609,0.7006946,455.37518,6065157.5
522.1517,0.5224509,513.7695,6065028.0
513.3593,0.37239456,428.49084,6064241.5
562.97504,0.7066812,450.9157,6069001.5
511.35757,0.73652005,452.49905,6094646.5
434.51978,0.39310497,487.3458,6061661.0
382.02148,0.4117701,513.69403,6067290.5
518.8719,0.3835226,412.9718,6100050.0
354.32953,0.5027874,513.19794,6068080.5
480.30734,0.37646985,467.371,6113223.0
521.32324,0.38900024,409.02713,6119581.0
451.14145,0.36848462,487.10852,6058048.0
550.5332,0.70259863,453.5141,6059490.0
536.52966,0.5487445,502.26495,6069725.5
489.2357,0.36595055,468.61575,6109268.5
430.74292,0.42216873,476.76862,6070112.5
388.04373,0.6488105,499.14056,6088034.5
471.93814,0.3483909,487.03357,6069678.5
475.99457,0.40393248,444.64658,6094716.0
407.436,0.63137615,498.50757,6066450.0
459.80655,0.35820648,490.23648,6100946.0
514.08057,0.2292669,525.7415,6070453.5
528.69696,0.66413456,465.9598,6056585.5
570.3308,0.71289897,448.79474,6077758.0
427.64066,0.4097397,484.97006,6064730.0
431.31833,0.40299588,487.32184,6090313.5
482.77515,0.39087972,438.16565,6057099.0
556.1064,0.36072153,401.40988,6104546.0
514.9779,0.3809008,437.29395,6134123.5
442.51343,0.33486015,504.62213,6058905.0
465.63382,0.6492028,482.32468,6058450.5
452.24045,0.39595115,475.2219,6095657.0
381.8666,0.69067,494.60944,6056838.0
553.2401,0.31244916,465.67215,6105327.0
446.93887,0.3828263,482.22556,6055408.5
440.00928,0.38397056,487.3582,6058952.5
419.8305,0.66374904,487.99887,6101787.0
479.19003,0.34656003,483.25195,6061500.0
494.45685,0.39323077,438.0027,6097838.5
562.19635,0.70435756,451.79498,6061758.0
472.659,0.31980023,501.28986,6099676.0
419.69492,0.4119985,490.0072,6066839.0
558.5643,0.33616546,440.74335,6132179.5
390.22946,0.65278405,497.42197,6098790.0
353.21344,0.4997787,515.5273,6071508.5
520.32275,0.32092044,481.62125,6105612.0
358.34814,0.52725005,507.02707,6062369.0
500.01083,0.3565568,460.4703,6056833.0
502.308,0.35339308,468.26047,6099015.5
394.78348,0.33415207,524.3306,6059937.5
495.30258,0.3654698,465.77493,6113011.0
413.74045,0.3161959,521.66315,6061589.5
505.12323,0.37222943,448.5256,6092762.0
470.219,0.35774606,485.7497,6105645.0
504.4867,0.33058253,479.80142,6071650.0
461.65128,0.36837742,484.16077,6086687.5
443.64435,0.39087576,481.23212,6067118.0
500.67935,0.69330573,463.91724,6062960.0
513.69116,0.5559164,500.1925,6068474.0
438.04895,0.65491533,486.34647,6082861.5
487.76917,0.35851777,471.12854,6075490.5
537.0967,0.3699528,412.2863,6094964.5
459.2453,0.3832805,476.67072,6089332.0
368.12885,0.44333667,514.6794,6061027.0
507.42752,0.31042296,493.6916,6104712.5
580.1468,0.69304675,451.6707,6060645.0
457.1665,0.6490319,484.22214,6059337.0
455.9777,0.38211712,480.2554,6097069.0
447.30716,0.3799571,486.86746,6099320.5
471.3626,0.3779763,472.83087,6101397.5
434.96646,0.3858069,489.7256,6062880.5
538.5038,0.5212819,513.99805,6060095.5
500.4237,0.32112566,488.15918,6076037.0
451.63187,0.35983014,493.24124,6090826.5
485.0732,0.34848,479.26028,6062264.5
556.484,0.3446563,426.94342,6103320.5
346.21408,0.5165151,517.3638,6061986.5
512.0848,0.70779043,458.40536,6078731.5
558.60156,0.7031051,452.20312,6065784.0
550.6926,0.34997302,414.9664,6068370.0
456.69214,0.38115093,477.5746,6066561.0
452.70407,0.65794516,482.4194,6077111.0
445.88547,0.38245356,486.57367,6091652.5
454.2474,0.3381549,500.1072,6075737.0
479.06906,0.3866204,454.54666,6076698.5
545.107,0.32699266,456.1447,6084790.5
527.4642,0.34352377,457.42633,6089570.5
371.42273,0.4345834,514.3833,6055669.5
494.83835,0.71219736,461.06717,6062940.0
512.05115,0.3288812,477.47382,6081564.0
411.52493,0.6751336,487.38644,6103351.0
530.12195,0.33342567,464.69205,6104082.0
501.03845,0.30949718,494.9742,6079435.5
422.7068,0.67395353,484.91135,6097610.5
390.55923,0.69399047,490.67157,6078575.0
481.0408,0.3858899,447.92242,6058137.5
523.9388,0.31835175,480.39618,6093668.0
433.44864,0.6694419,483.14188,6104692.5
438.71014,0.38649103,487.74393,6065087.0
504.2216,0.32547903,482.13693,6060506.5
431.19662,0.37688679,495.05994,6055507.5
514.2272,0.3746798,445.45807,6131800.5
380.0509,0.37899512,522.09534,6057692.5
498.71292,0.71917707,458.7794,6062923.0
473.96988,0.37744725,470.34436,6102529.5
407.66263,0.66053087,491.53516,6115356.0
496.4801,0.3528251,467.2336,6059272.0
521.8494,0.23855917,519.03357,6074357.0
355.50717,0.5177498,510.39963,6071472.5
490.90372,0.38830107,444.58426,6090672.0
416.3143,0.63964677,493.93976,6113669.0
445.46838,0.386578,484.29535,6085092.0
465.99002,0.35399237,485.76877,6061326.5
432.627,0.6791062,482.09274,6057263.0
514.0373,0.25708798,516.7946,6104654.5
484.69662,0.37519723,464.96814,6107939.5
371.8124,0.70242375,495.1871,6063364.0
521.1336,0.25538465,509.4421,6061233.5
524.8065,0.5233961,513.499,6082504.0
386.31097,0.71141183,489.57535,6062917.0
542.43964,0.7206823,451.0457,6060714.5
437.65738,0.3464278,503.84216,6075725.5
502.80283,0.29104528,503.58398,6074893.5
509.54535,0.37892917,431.47836,6086132.5
471.3683,0.40144825,447.62634,6074769.0
516.5627,0.3392028,470.68442,6112419.0
398.42102,0.63582325,498.51456,6089923.5
506.36603,0.32164863,486.4798,6098030.5
506.81644,0.38367614,439.7612,6125373.0
505.87744,0.37563473,438.15137,6069382.5
484.4947,0.35675725,476.23834,6098428.0
488.71368,0.39645436,441.9847,6106618.5
368.95926,0.45786378,511.8583,6068166.5
565.7184,0.25045177,499.2669,6073951.0
379.92615,0.68856394,494.98975,6086922.5
537.3086,0.36339194,422.44644,6100929.0
502.485,0.7222339,457.32788,6069728.0
483.15063,0.39828593,439.9374,6089937.5
482.28653,0.36797443,470.6766,6098100.0
540.7711,0.3276477,458.89822,6069820.5
388.68396,0.6956188,491.66,6060101.5
500.91452,0.3106195,494.9924,6094579.0
440.21674,0.38987112,485.72903,6075208.5
363.75,0.5169349,503.95572,6054817.5
381.96826,0.41250017,512.9141,6054587.0
539.0797,0.5913768,484.5408,6070017.5
508.65088,0.32904997,482.29718,6105815.5
399.40482,0.31785017,527.03674,6057017.0
552.79443,0.30050573,471.77432,6065200.0
438.0603,0.35115024,501.04337,6066758.0
464.43445,0.37448016,476.6435,6080420.0
503.46954,0.7295113,455.55753,6084337.0
527.83606,0.34476256,452.84552,6081980.0
495.97223,0.38104415,440.739,6075849.5
554.33746,0.6705595,459.92596,6057870.0
533.26984,0.33846658,458.93088,6108568.0
381.9517,0.6841985,495.64294,6061044.0
458.66464,0.34334984,496.29776,6083538.5
387.9065,0.52225107,480.89536,6075513.5
483.77597,0.3906781,440.2028,6060100.5
422.41226,0.32032436,516.9389,6058412.5
453.3294,0.37314507,483.37173,6053964.0
563.9613,0.82258964,426.93628,6069915.0
557.7132,0.6940443,454.24216,6059637.0
435.9382,0.6612697,485.30966,6085389.0
480.01315,0.35278666,482.9987,6104385.5
566.5547,0.5699569,489.5439,6074347.0
437.66443,0.352865,500.7579,6059737.0
511.3144,0.7187911,456.31808,6083203.0
377.39963,0.38031504,522.9139,6067038.0
456.48044,0.34075397,498.42395,6086910.5
428.95108,0.33094433,511.69913,6055335.5
512.52704,0.6929268,461.88916,6074514.0
576.31506,0.70112544,450.08096,6068539.0
402.0786,0.6450616,495.89124,6103139.0
487.799,0.35475087,476.66928,6104879.5
481.73468,0.38681188,451.0337,6074676.0
462.32425,0.35665923,486.96167,6059784.5
415.70767,0.6286957,496.4259,6112800.5
453.03278,0.64676315,484.52805,6108868.5
490.76443,0.7417665,455.88293,6063824.5
502.68872,0.3830881,421.03845,6055196.0
421.81363,0.66793644,487.4835,6064971.5
505.49393,0.37680164,428.91663,6059666.0
510.5764,0.329946,479.63312,6096731.5
359.84964,0.42628393,526.00665,6069226.5
488.9834,0.3661311,469.67764,6116696.0
478.088,0.3617144,475.43216,6081507.5
336.57086,0.68690246,502.25815,6077356.0
500.64288,0.3795799,434.03314,6062215.5
490.13263,0.7389353,456.65887,6060324.0
530.6235,0.31434438,478.37357,6101065.5
512.0895,0.70791674,458.40155,6082177.5
503.863,0.32314014,487.67493,6102294.0
423.8394,0.66424966,486.82803,6102711.5
428.62268,0.32673967,513.08563,6054472.5
525.20526,0.36281353,434.00055,6084650.5
337.99756,0.70112056,502.11234,6054817.5
358.32938,0.5188158,508.30756,6076463.5
485.37936,0.32985324,490.91278,6072025.0
486.60278,0.3409756,486.48395,6116520.0
550.75995,0.37205887,359.08963,6064125.0
432.1083,0.40392202,486.55664,6093038.0
490.99976,0.3858375,434.67407,6060646.5
364.48203,0.54359436,498.03494,6062720.5
492.10776,0.3092368,499.94086,6109090.5
483.9371,0.35104886,477.5996,6067372.5
431.22742,0.40042654,485.37866,6066382.5
552.4135,0.34558675,424.40387,6079506.0
367.0406,0.53720295,498.2398,6064834.0
483.78287,0.34992984,483.99426,6125406.5
406.69952,0.6648808,490.9906,6108533.5
354.69662,0.4897648,516.6003,6068901.0
435.72046,0.38668278,489.5452,6074004.5
567.8069,0.8083077,429.08435,6057217.0
537.07104,0.7048992,454.80426,6079430.5
354.13443,0.48445687,517.68475,6059869.0
496.2565,0.33932078,481.08292,6092103.0
501.7938,0.3775986,439.72595,6075110.5
461.07056,0.3836138,474.77994,6087719.5
499.3153,0.35996082,460.31595,6075362.5
544.9038,0.5637201,495.4946,6070987.0
523.05914,0.38335064,406.24695,6097953.5
461.11508,0.65366805,481.96304,6067955.5
495.85068,0.39068246,432.60718,6085148.0
483.28287,0.39783812,437.71146,6078382.5
388.2629,0.36794493,519.8131,6058925.5
522.6405,0.37846926,402.97922,6074292.0
405.4977,0.39763442,501.341,6054424.0
484.27887,0.38722757,444.47574,6066812.5
524.1228,0.38940573,384.50854,6087026.0
438.05106,0.32046857,512.5644,6078362.5
468.42184,0.64902264,481.31967,6067136.5
520.4441,0.38100883,432.05392,6131555.0
385.07224,0.40876716,511.14606,6063205.0
515.17847,0.5672247,478.7771,7447112.5
531.98444,0.54316306,474.17596,7452887.5
408.2004,0.756356,476.7258,7392482.0
538.10754,0.5863337,464.8221,7422253.0
549.44635,0.6057836,457.76624,7416078.5
545.1437,0.6071805,460.18576,7421211.0
557.5856,0.37489203,476.0164,7063081.0
495.2497,0.3255726,516.6698,7082479.0
520.9113,0.54401594,449.58295,7095333.5
504.93954,0.3455989,504.99783,7064225.0
522.2224,0.3596425,494.11874,7065974.0
499.94083,0.30058846,524.34143,7059125.0
523.06866,0.5351724,451.21854,7093664.5
491.13727,0.32364485,518.5295,7077775.5
533.6909,0.63508266,364.3378,7085933.5
528.94495,0.45455235,461.977,7056576.0
574.33264,0.59927636,357.93588,7115712.5
505.4318,0.44289738,475.68906,7065381.5
508.45343,0.5467457,454.8534,7077071.0
518.0586,0.39362112,484.0487,7065348.0
557.73785,0.5672932,445.68652,7067845.0
527.4584,0.34033543,499.83704,7067144.5
526.01776,0.34685397,497.81433,7085674.5
547.42163,0.43373808,459.58344,7060069.5
495.32266,0.34402224,510.15076,7059848.0
590.76587,0.5993134,309.70596,7094862.5
520.1852,0.33829772,501.99738,7066023.5
515.7309,0.33133847,506.4955,7064020.5
503.97977,0.44440904,477.06647,7065988.0
525.0794,0.30257764,515.4794,7069375.0
518.4547,0.32567,508.84085,7062737.0
523.7663,0.37974602,487.05173,7061876.5
491.14804,0.3556549,506.6372,7070344.5
482.52682,0.32819825,520.02374,7078076.0
458.39703,0.37292784,514.00507,7071482.0
549.1836,0.5543334,440.89545,7096659.5
513.16235,0.5238499,452.29077,7065743.0
478.7243,0.31016266,527.4287,7059279.0
536.2313,0.38057572,482.1364,7059313.0
500.3775,0.33106393,512.2471,7081349.5
554.8607,0.56760496,432.96317,7103657.5
491.58685,0.32888904,515.34937,7077351.0
593.9834,0.53607273,401.61502,7082378.0
533.3052,0.54935133,447.09152,7095778.0
505.30826,0.4343162,477.83862,7072114.0
542.3076,0.6312186,369.49783,7109194.5
504.42838,0.44291526,476.55228,7062613.5
482.84598,0.3206335,521.3138,7069310.0
464.88553,0.37403587,512.5276,7066241.0
475.08545,0.33667865,519.7785,7061521.0
540.6794,0.40142477,473.38562,7065164.5
506.16342,0.5377361,455.7585,7085460.5
496.90573,0.5519974,465.5977,7111923.5
545.0543,0.45081392,454.97137,7068914.0
564.2033,0.53172374,423.7611,7082892.5
527.20886,0.3836188,484.35617,7073025.0
559.968,0.5499787,435.18448,7096918.0
605.6478,0.5034401,409.4074,7074898.0
508.5129,0.33205017,508.12512,7067921.0
462.53525,0.3485312,520.7697,7063139.0
537.6653,0.3464495,493.77664,7066114.0
482.07227,0.34996253,512.6451,7079330.0
534.6854,0.55352753,450.40756,7083631.5
517.09863,0.5128577,453.208,7067778.0
502.49142,0.45469657,475.1291,7080408.5
488.64813,0.32549322,518.9246,7074898.5
517.7467,0.6528119,370.8668,7081642.5
605.3245,0.5973114,266.8888,7094103.0
524.41864,0.33061057,502.96936,7073250.0
476.6928,0.3160941,525.2588,7064191.0
527.46924,0.5445344,448.64236,7083297.0
567.48804,0.5994749,351.50128,7068849.5
514.49646,0.53388095,453.72864,7093234.5
514.5713,0.551953,457.26917,7099090.0
522.22217,0.56157863,454.65054,7100975.0
590.55664,0.51640624,408.9599,7065475.5
515.39,0.5285099,454.1015,7083518.0
543.4479,0.47871953,446.0732,7067178.0
441.27887,0.40319145,512.2686,7083521.0
522.40045,0.5424031,460.89655,7111322.5
487.5526,0.35301045,508.03128,7081980.0
492.66315,0.34523293,509.23267,7074061.0
550.1374,0.554256,439.30933,7087318.5
508.2922,0.53050995,455.14487,7067464.5
566.1378,0.5985371,354.7245,7060234.0
451.53394,0.37758172,516.13324,7076554.0
502.2169,0.45509756,476.1461,7077503.0
500.02512,0.53889424,462.11865,7102191.0
538.2255,0.5646701,444.55792,7105457.0
573.39966,0.585496,372.17325,7058667.0
480.09073,0.33737698,517.08875,7087427.5
508.9748,0.54757124,455.03525,7089447.5
520.2561,0.43577424,469.7366,7072333.5
586.3109,0.5284133,406.3483,7078477.5
583.44495,0.611873,276.33505,7102339.5
518.7255,0.4435399,469.21506,7076073.5
546.50354,0.36356306,483.67963,7076010.0
562.3082,0.60001045,357.7312,7079728.0
522.04736,0.42799193,470.61996,7087603.0
524.95496,0.5564151,441.08667,7074457.5
512.041,0.42590973,475.25964,7069339.5
532.7125,0.3647828,487.212,7071892.0
579.8589,0.6153995,250.48813,7078346.5
529.10394,0.4299399,468.57532,7083373.5
506.11707,0.4383344,474.82635,7072529.5
501.55435,0.44159767,475.58307,7073344.0
597.3048,0.5114528,407.35837,7081374.0
499.6791,0.43614906,477.90256,7083760.5
507.33792,0.31960464,511.67426,7110748.0
599.29956,0.5904022,320.58536,7134135.0
595.47314,0.5939532,292.82172,7091365.5
536.6295,0.57431966,434.80975,7104010.5
521.63916,0.57014537,450.02408,7098916.5
